source_file,type,difficulty,topic,question_stem,answer_options,correct_index,correct_text,explanation
16. Obstetrics & Gynaecology_Obstetrics_2.csv,Clinical,Medium,"[""obstetrics"", ""obstetrics & gynaecology""]","A 24 year old G1P0 presents at 30 weeks to the emergency department following a 1 hour history of antepartum hemorrhage. This is the first time this has happened. She first noticed this as a spot of blood on her clothing while driving and she estimates that it was about 250ml of blood but can't be sure.  Otherwise she denies any history of trauma or post-coital bleeding. Her symptoms are accompanied by pain and a stiff uterus. Her antenatal history  is complicated by hypertension during pregnancy(150/90mmHg) and regular cocaine use. Currently she is tachycardic however her other vitals are within normal limits.  
On examination, she is pale and hunched over. Her abdomen is tense and tender on palpation. The speculum exam reveals blood originating from a closed os. The CTG shows a reassuring trace. 
What is the most likely diagnosis?","[""Chorioamnionitis"", "".Labour"", ""Ectropion"", ""Placental abruption"", ""Placenta previa""]",D,Placental abruption,
16. Obstetrics & Gynaecology_Obstetrics_2.csv,Clinical,Easy,"[""obstetrics"", ""obstetrics & gynaecology""]","A 35 year old female G1P0 is 37 weeks pregnant and comes into hospital having noticed fluid dripping down her legs. She is still able to feel normal fetal movements and has not experienced any contractions or abnormal vaginal bleeding.  Her pregnancy has otherwise been unremarkable with her 20 week ultrasound showing a singleton fetus of normal size with presence of a fetal heartbeat and placenta noted to be >2cm from the cervical os. She has had no other medical conditions such as diabetes and hypertension during pregnancy.
Which of the following would require an early induction of labour?","[""Afebrile and non-tender uterus"", ""GBS Positive"", ""Normal CTG"", ""No history of digital vaginal exam or cervical suture"", ""Able to commit to 4 hourly maternal temperature, evaluation of vaginal loss and assessment of fetal well-being""]",B,GBS Positive,
12. Surgery & Anatomy_Surgery_2.csv,Clinical,Easy,"[""acute scrotal pain"", ""surgery"", ""surgery & anatomy""]","A 14 year old boy presents to the emergency department at 6am with a limp and significant pain in his scrotum. The pain came on suddenly overnight on the left side and is showing no improvement. He rates the pain as 10/10 and has also felt nauseous, although has not vomited. When the pain started, he was lying in bed and cannot recall any possible precipitating event. 
On a scrotal examination, the left hemiscrotum is swollen and tender with a degree of hydrocele present. The scrotal skin appears normal. A cremasteric reflex cannot be elicited. His gait shows that he favours his right side but there is no clinical sign of lower limb pathology observed.
What is the most important step in managing this boy?","[""Surgical exploration"", ""Pain management"", ""Scrotal doppler ultrasound"", ""Blood tests"", ""Urinalysis""]",A,Surgical exploration,
6. Endocrinology_Endo_2.csv,Clinical,Easy,"[""diabetic ketoacidosis"", ""endocrinology""]","A 13 year old boy is brought by his mother to the Emergency Department with worsening dyspnoea and an abnormal conscious state.  His mother reports that he was feverish yesterday with a runny nose and did not attend school. However, this morning he woke up feeling much shorter of breath. He also seems to have been getting more drowsy as the hours have gone by. Over the past month he has lost several kilograms despite eating a lot, and has been drinking and urinating excessively because he is apparently very thirsty all the time.
Upon examination he appears disoriented and drowsy with a GCS of 10. He is breathing rapidly and very deeply. The rest of the examination is normal, observations stable and afebrile.
Which of the following is the most likely diagnosis?","[""Hypoglycaemia"", ""Sepsis"", ""Diabetic Ketoacidosis"", ""Hyperosmolar Hyperglycaemic Coma"", ""Addisonian Crisis""]",C,Diabetic Ketoacidosis,
3. Cardiology_Cardio_4.csv,Clinical,Medium,"[""cardiology"", ""tamponade""]","A 70 year old male is admitted to the ward from the emergency department for monitoring of his condition.  He presented to emergency due to sudden retrosternal chest pain which radiated up his neck and to his left jaw.  An ECG on assessment showed ST segment elevation with pathological Q waves.  He was treated appropriately and admitted to the ward.  4 days later the nurse calls you in as the patients' blood pressure has suddenly dropped from 120/75 to 80/35 mmHg. He is short of breath and has developed an altered mental state.  Further examination shows an elevated jugular venous pulse, distant heart sounds and pulsus paradoxus. 
What is the most likely cause for this patient's condition?","[""Cardiac Tamponade"", ""Acute Pericarditis"", ""Acute Pulmonary Oedema"", ""Ventricular Fibrillation"", ""Papillary muscle rupture""]",A,Cardiac Tamponade,
4. Respiratory_Respiratory_4.csv,Clinical,Easy,"[""respiratory"", ""sarcoidosis""]","A 35-year old Caucasian woman returns to the general practice to find out her investigation results. 
The patient previously presented one week ago with a non-productive cough that has been worsening over the course of one month. She also reported dyspnoea and fatigue. Her symptoms have made her unable to focus at work as an accountant. The patient has never smoked and has not travelled overseas recently. 
On examination, the patient had tender red nodules on her shins bilaterally. She also appeared fatigued. No other abnormalities were detected.
In terms of investigation results, full blood examination showed lymphopenia.
His chest X-ray is as follows: <INSERT PICTURE HERE>","[""Sarcoidosis"", ""Idiopathic pulmonary fibrosis"", ""Asbestosis"", ""Tuberculosis"", ""Anthracosis""]",A,Sarcoidosis,
4. Respiratory_Respiratory_4.csv,Clinical,Hard,"[""cystic fibrosis"", ""respiratory""]","A 6-year-old boy is brought into the GP with a persistent cough and mild dyspnoea. He is coughing up green coloured sputum. His parents describe a significant history of recurrent lung infections and say that he has experienced similar symptoms for as long as they can remember. However, the amount of sputum he is producing appears to have increased within the past couple of days. The patient also has a past history of meconium ileus and failure to thrive. He does not have any known allergies.
On general examination, there is mildly increased work of breathing. The patient also appears slightly small for his age. There is clubbing of his fingernails. Examination of the chest reveals an increased anteroposterior diameter of the chest and crackles on auscultation.
The GP takes a sputum sample that is sent for microscopy and culture. The results of this reveal gram-negative aerobic bacilli.
What is the most appropriate management?","[""Reassurance and rest"", ""Ciprofloxacin"", ""Amoxicillin"", ""Piperacillin and tazobactam"", ""Gentamicin""]",B,Ciprofloxacin,
12. Surgery & Anatomy_Surgery_4.csv,Clinical,Easy,"[""surgery"", ""surgery & anatomy""]","A 57 year old female presents to the emergency department with a painful right leg.
The pain began suddenly this morning while she was sitting in bed and is localised to her right calf. She rates the pain as 10/10, has noticed numbness in her foot and is unable to weight-bear on her right leg . She has never had this pain before and denies any recent trauma. She has a long history of atrial fibrillation that is managed with atenolol. She takes no other medications, has no known allergies and no previous surgeries. She does not smoke or consume regular alcohol.
On examination, her pulse is 135 and irregularly irregular. The rest of her vital signs are normal. The skin overlying her right foot appears pale and cold. Her distal pulse over her right foot is difficult to feel.
What is the MOST LIKELY diagnosis?","[""Thromboangiitis obliterans"", ""Peripheral vascular disease"", ""Diabetic neuropathy"", ""Acute\\nlimb ischemia"", ""Deep vein thrombosis""]",D,Acute\nlimb ischemia,
16. Obstetrics & Gynaecology_Gynae_2.csv,Clinical,Medium,"[""obstetrics & gynaecology""]","A 47-year-old woman presents with night sweats and poor sleep for the last 3 months. She reports low mood, difficulty concentrating and fatigue which she attributed to the poor sleep but nothing seems to be working and she is becoming increasingly frustrated with her symptoms. She also complains of vaginal dryness and dyspareunia but her last CST 5 years ago was normal. She has not noticed any changes to her weight.  Her last period was 2 months ago and her menstrual cycles have been quite irregular over the last year. Her last 3 cycles have been much heavier than usual with large clots and menses lasting over 8 days. Prior to this she had regular 28 day cycles and 5 days of menses. She has no other medical or family history. 
Which of the following is NOT an appropriate investigation?","[""BHCG"", ""FSH"", ""CST"", ""Iron studies"", ""Thyroid function test""]",B,FSH,
5. Gastroenterology_Gastroenterology_5.csv,Clinical,Easy,"[""gastroenterology""]","Dennis is a 55 year old male who presented to the emergency department (ED) with severe diabetic ketoacidosis (DKA) on a background of type 1 diabetes. Dennis has a history of poor glycaemic control with multiple past visits to the ED with DKA. This presentation was adequately treated. On the second day of his presentation, he started complaining of severe pain while swallowing associated with epigastric pain. He denied haematemesis, regurgitation and both  pre- and post-prandial pain. Trial treatment with esomeprazole did not lead to cessation of his pain.
His has a history of type 1 diabetes, alcoholic liver disease, hypertension & asthma
On examination his vitals are as follows: HR 80, RR 18, BP 130/80 & temperature of 36.8 which was stable throughout his admission. His abdominal examination elicited epigastric tenderness but was otherwise unremarkable as was visualisation of his oral cavity. You decide to order a gastroscopy since his gastrografin swallow was negative, which demonstrated candidiasis oesophagitis in  the mid and lower oesophagus.
What is the MOST LIKELY treatment option for this gentleman?","[""Nystatin"", ""Fluconazole"", ""Anastrozole"", ""Terbinafine"", ""Erythromycin""]",B,Fluconazole,
